Chinese gloss	Luobuohe, Eastern	Luobuohe, Western	Chuanqiandian	Chuanqiandian, Central Guizhou	Chuanqiandian, Southern Guizhou	Chuanqiandian, Northeast Yunnan	Xiangxi, West	Xiangxi, East	Qiandong, North	Qiandong, East	Qiandong, South	Qiandong, West	Baheng, West	Baheng, East	Dongnu	Nunu	Numao	Bana	Younuo	She	Jiongnai	Mien	Kim Mun	Biao Min	Zao Min
背	ʔu³³	ʔu³¹	ʈi³³	tʂɯ⁴²	ʔu⁴²; ʈɯ⁴⁴	ʈʅ¹¹	pu²²	ba³⁵	ʔa⁵³	ʔɛ³⁵	ʔai³⁵	ʔa¹¹	ʔe³⁵	tje³⁵	ȵi⁵³	ʔi³⁵	ȵi¹³	pa⁵⁵	vai⁴⁴	pa⁵³	ti⁵³	ȵe²⁴	ȵa⁵⁵	ȵa³⁵	ba⁴⁴
比	pi⁵⁵	pi⁵⁵	pi⁵⁵	pi⁵⁵	pi⁴²	hi³¹ɳdʐɦa¹¹	nɑ⁴²	pi⁵⁵	pi⁵⁵	pi³³; taŋ⁴⁴	pi⁵³	pi⁵⁵	pi³¹	pi³¹³	pi⁵³	pi³⁵	pi⁴²	pi⁴⁴	pi³³	tɔk³⁵	pi³³	pei⁵³	ʔpi⁵¹	pəi³⁵	bi²⁴
编（辫子）	mby⁵⁵	mben⁵⁵	ntsa²¹	mpẽ³¹	mpin¹¹	ɕie⁵⁵	tsʰo⁴⁴	tʰje⁵³	mi¹¹	pien²⁴	ma²⁴¹	me²¹	qeŋ³⁵	qeŋ³⁵	mpəŋ²³¹	pi⁴⁴	mpai⁵³	pin¹³	kje⁵⁵	pin³³	han⁴⁴	tɕit⁵⁵	bin³¹	pjɛn³³	pin⁴⁴
编（篮子）	χɛ³¹	χi³¹	ntsa²¹	hẽ²⁴	hæn²²	ɕie⁵⁵	tsʰo⁴⁴	tʰje⁵³	hei³³	hei²⁴	ha¹³	hæ⁴⁴	ʔi⁵⁵	nta⁵³	həŋ³³	xi³³	hai³³	hin¹³	han⁴⁴	ʔɔ³³	han⁴⁴	tsje⁵⁵	ʃa³⁵	tsu²⁴	dan²²
变	pjen²⁴	pjen³⁵	tsa⁴⁴		pin⁵⁵	tɬʰi¹¹	pjɛ³⁵	pjen³³	fʰɛ³⁵		pin³⁵tjan³¹	pin³³	tje⁵⁵	pje³⁵	pje⁴²	pien¹³	piŋ⁵⁵	pin⁵⁵	pe⁵⁴	pan³⁵	pin³⁵	pjɛn²⁴	ʔpjen⁵⁵	pən²⁴	ben⁴²
病	ʔmuŋ³¹	ven³⁵	mau⁴³	mõ²⁴; plẽ⁴²	məŋ³²	mo⁵⁵	moŋ³⁵	ʔmaŋ⁵³	moŋ³³	tsan⁵³	meŋ¹³	muŋ⁴⁴; pjaŋ²²	ma³⁵	ma³⁵	mpjəŋ¹³	nie¹³	pjan³¹	pin⁵³; ȵaŋ³⁵	peŋ²¹	ʔe⁵⁵	məŋ⁴⁴	pɛŋ²¹	mun³⁵	pɛ⁴²	man⁴⁴
补	mpa⁵⁵	tɕo³¹	ntsi⁵⁵	mpa¹³	mpi⁴²	ntsɿ⁵⁵	mpɑ⁴⁴	ba⁵⁵	pu³⁵	pu³³; pʰi²⁴	pʰa¹³	pa¹³	ma³¹	mpa³¹³	fau³³	viaŋ³³	mpo¹³	bin⁴⁴	njau³³	paŋ³³	ʍuŋ⁵³	bje⁵³	ba⁵¹	bja³⁵	bja²⁴
猜	tsʰɛ³³	tsʰæ⁵⁵	tsʰai⁴³	kɯ⁵⁵	pei²³²	tʰy¹¹	tɛ³⁵	tsʰai⁵³	sʰen⁴⁴; qə³⁵	tsʰei²⁴	suan⁴⁴	tue³³	ta³¹tu³¹	tsʰai⁵⁵	te²³¹	tan¹³	sau⁴²	tŋ⁵⁵	tsʰa⁴⁴	ku⁵⁵	ʃai⁵³	tsʰaːi³³	ʔtoːŋ³³	tsʰai³³	
踩	zaŋ³¹	ȵdʑe³¹	tʂo³¹	ta⁵⁵	soŋ⁵³	dʐɦu³⁵	ʈa⁵³	dai³⁵	ten³¹	ten¹³	tɛ²⁴	ɣuŋ²²	tei⁴²	tʰi³¹	soŋ¹³	ȵan⁴⁴	tai⁴²	tai⁵³	tʰai⁵⁴	tʰi³⁵	tʰa³⁵	tsʰaːi⁵³; dam²¹	tʃʰai⁵¹; daːm⁴²	din⁴²	kan⁴²
藏	ʔji³³	ʔje³¹	ʐai³³	nzə³¹lə⁵⁵	ʐe⁴⁴	vai¹¹	ʐɑ⁴⁴	səɯ³³	ɣi⁵³	ʑa³⁵	ɣa³⁵	ɣe¹¹	ʔe⁴²	ʔai⁵³	ɣo³¹	ʔʑa²²	ɣe⁴⁴	ʑi⁵⁵	tsʰau³³	vei³⁵	wei⁵⁵	piŋ²⁴	ʔpeŋ⁵⁵	pɛ²⁴	bjaŋ⁴²
插	ʈʰe³³	ʈʰe³¹	ʈʰai³³	tʂʰe⁴²	ʈe¹³	ʈʰai¹¹	tsʰo⁴⁴	tsʰəɯ³⁵	tʰji⁵³	tʰja³⁵	tʰja³⁵	tʰje¹¹	ȵ̥e⁵³	tsʰa³¹	hu³³	pak³⁵	lau⁴²	tɕi³¹	tsʰo⁵⁵	tsʰat³⁵	ʃai⁵⁵	tsʰip⁵⁵	tʃʰep¹¹	tɕʰɛt⁵³	hep⁴⁴
折	ʈʰi⁵⁵		ʈʰou⁴⁴		lɔ⁵³	ʈʰa⁵⁵	tsʰe³¹	len³³	lo⁵⁵		lin²⁴¹	lɔ⁵⁵	tɕʰe⁵⁵	tʰjei⁵⁵	le²³¹	liek⁴⁴	kja⁴⁴	tʰja³⁵	tsʰje⁵⁵	kʰa³¹	ʃa⁵⁵	tsʰe⁵⁵	tʃʰe¹¹	tʰjɛ⁵³	hit⁴⁴
缠	vi²⁴	tɕi⁵⁵tɕe³¹	ki⁵⁵	plɯ²²; mplə³¹	ʐi¹³	kʰɯ³³vɦɯ¹¹	tɕi⁴⁴co⁴⁴	tɕo³⁵	ɣi¹³	tsen²²	tɬjua⁴⁴	kun⁵³	peu⁵⁵	dʑe³³	mpja²²	kieu³⁵	ke⁴²	tɕin⁵³	ljeu⁵⁴	tsʰi³⁵ti⁵³	klui¹¹	tɕau⁵³	gjaŋ³⁵	tɕɔ⁵³	keu²⁴
唱	ʔa²⁴	ʔɑ³⁵	ho⁴⁴ŋkou³¹	m̥õ¹³	ʔaŋ⁵⁵	xu³³; tʂʰaɯ³¹	ŋqə³⁵sa⁴⁴	həɯ³⁵	tjo⁴⁴	ɕaŋ⁴⁴	tjɔ⁴⁴	tɕʰaŋ¹¹	ʔi⁵⁵	tɕʰaŋ⁵⁵	tu¹³	tɯ⁴²	tɯ⁴²	tɕʰen⁵⁵	kʰu⁵⁴	ʔɔ³³	ʃaŋ³⁵	tsʰaːŋ²⁴	tʃʰuŋ³¹	tʰjuə²⁴	
炒	tɕe³¹	tɕe³¹	ki⁴³	kʰo¹³	tɕi³²	ki⁵⁵	ca³⁵	ka⁵³	ka³³	kɛ²⁴	ke¹³	ka⁴⁴	ȵ̥i³¹	mpʰeŋ³¹³	kji³³	sau³⁵	kʰau³³	lai⁵³	tsʰau⁵⁴	ki²²	ʃu⁵⁵	tsʰaːu⁵³	tʃʰaːu⁵¹	tʰja³⁵	hau²⁴
沉	puŋ³¹	toŋ³¹ŋɢɑ⁵⁵	tau¹³	kə⁵⁵	paŋ³²	hi³¹do³¹	tu²²	zen³⁵	taŋ⁵⁵	tseŋ²²	tsaŋ⁴⁴	taŋ⁵⁵	te³¹	dʑeŋ³³	lu³¹; tse³³	sen³³	tei⁵⁵	tɕʰen³¹³	tsʰeŋ¹³	ti⁵³; ʔu³⁵	ntɒŋ³³	tsjem³¹	tʃeːm³³	tin³¹	tum⁵³
称	tsʰuŋ²⁴	tsʰen³¹	lo³¹	ntɯ⁴²	ntsaŋ¹³	lɦu³⁵	tɕʰe³⁵		ɬjo⁵³	ɬjou³⁵	tɬja³⁵	tue³³	tɕʰaŋ³⁵	ɕaŋ³⁵	tɕʰoŋ³³	tɕʰoŋ³³	tɕʰuŋ³³	dʑon¹³	tʰjeu⁴⁴	tʰjaŋ²²	tʰjaŋ⁴⁴	dzjaŋ³³	dʒaŋ³¹	djaŋ³³	teu²²
成	ʑen³¹	zɑŋ³⁵	ta⁵⁵		tɕen⁵³	tie⁵⁵; tʂʰɯ³¹	tɕɛ³¹	pjen³³	tɕaŋ⁵⁵		tjan³¹	tɕe⁵⁵	tje⁵³	dʑeŋ³³	pje⁴²	tɕʰeŋ⁴²	tɕo⁵³	tɕʰin³¹³	tʰiŋ¹³	ŋɔŋ²²	tjəŋ³³	tsjaŋ³¹	ʃaŋ³³	tjaŋ³¹	
吃	nuŋ³¹	noŋ³¹	nau³¹	nõ⁵⁵	nɔ⁵³	nau³¹	noŋ³¹	naŋ³¹	naŋ⁵⁵	neŋ²²	neŋ³¹	nuŋ⁵⁵	naŋ³³	naŋ³³	nəŋ¹³	nuəŋ⁴²	nou⁵⁵	nuŋ³¹³	neŋ¹³	nuŋ³¹	nəŋ³³	ȵen²¹	ȵin⁴²	ȵin⁴²	ȵin²²
舂	ta⁵⁵	ntɑŋ⁵⁵	ʈʰu⁴⁴		ta⁴²	ʈʰie⁵⁵	ljɔ³⁵	ljo⁵³	to³⁵		tau⁵³	ta¹³	to³¹	to³¹³	tu⁵³	tu³⁵	tai⁵³	tai⁵³	tai²¹	tʰi³⁵	tu⁵³	tsoŋ³³	dim⁴²	tau³⁵	top²²
出	tsʰy³¹	tsʰu³¹	teu²⁴	pla⁵⁵tu⁵⁵	lu¹¹	dɦey³¹	pʐoŋ²²	bjaŋ³⁵	ɬji³¹	fan⁴⁴lo²¹²	meŋ²⁴¹; ȵaŋ¹³	tsʰu³³	tai⁵⁵	tei⁵⁵	ʔɔ⁵³	kun¹³		kuŋ³⁵	teŋ⁵⁴	kun³³	tʃen³⁵	tsʰut⁵⁵	ʃat⁵⁵	tʰjuət⁵³	sot⁴⁴
锄（革）	tsʰaŋ⁵⁵	ʈʰu³⁵	ntʰua⁴⁴	nzo²⁴	kwo⁴⁴laŋ⁵⁵	tʂʰu⁵⁵	hɑ³⁵	tʰəɯ³³la¹³	tʰo⁴⁴	ljo³³	tɕu³⁵; kaŋ²²	na³³	kʰwi³⁵	kʰwei³⁵	tɕu³¹; kwa²¹	ŋua³³	mpei¹³; kja⁴⁴	tjeu³¹³	ɬɒ³²	kʰu⁵³	kwa⁵⁵	pʰoːŋ³³; wet⁵⁵; n̥aːp⁵⁵	ȵaːp¹¹	n̥at⁵³	keŋ⁴⁴
穿（衣）	mpa²⁴	mpɑ³⁵	n̥aŋ⁵⁵	n̥ã¹³	na²³²	n̥aɯ⁵⁵	n̥en⁴⁴	n̥ai⁵⁵	naŋ¹¹	nan²¹²	nan²⁴¹	nẽ²¹	n̥eŋ³¹	n̥eŋ³¹³	nəŋ²³¹	nəŋ⁴⁴	naŋ⁵³	naŋ³¹	ni³²	ni⁵³	nen³¹	tsu⁵⁵	tʃu³⁵	tju⁵³	noŋ²⁴
穿（鞋）	ʈu²⁴	ʈu³⁵	ʈou⁴⁴	tʂa¹³	ʈɔ⁵⁵	ʈau³³	ʈɔ⁵³	to³³	tjo⁴⁴	nan²¹²	tjɔ⁴⁴	nẽ²¹	tɕu⁵⁵	tju⁵⁵	ʈə⁴²	nəŋ⁴⁴	ti⁴⁴	naŋ³¹	te²¹	ni⁵³	tei³¹	taːp²²	ʔtaːp⁴²	tju⁵³	noŋ²⁴
吹（喇叭）	pʰjɛ³¹	pʰa³¹	tʂʰo⁵⁵	pʰlu²⁴	pʐo²²	tsʰo⁵⁵	pʰʐo³⁵	pʰjəɯ⁵³	tsʰo³³	ɕou²⁴	ɕeu¹³	pʰja⁴⁴	tʰjo³⁵	pʰjo³⁵	pʰju³³	pʰu³³	pʰju³³	pʰu¹³	pʰui⁴⁴	fu²²	pʰu⁴⁴	pom⁵³	pjam⁵¹	tʰjui³³	sui⁴²
搓	sa³¹	sɑ³¹	sua⁴³	hu²⁴	sa²²	sa⁵⁵	tɕi⁴⁴pɑ³⁵	sɿ⁵⁵pja⁵³	fʰa³³	fa²⁴	fo¹³	fʰa⁴⁴	ma³⁵	mpa³⁵	pʰlɔ³³	vu¹³zu⁴²	mpai⁵³	tsʰa¹³	neu⁴⁴	fu²²	ʍa⁴⁴	dzaːt⁵⁵	ʃaːt¹¹	tsʰɔ³³	
答应	te³¹	ti³¹	te⁴³	tɛ²⁴	tæ³²	ti⁵⁵	tɯ³⁵	ta⁵³ʑin¹³	ta³³	ta¹³	tai¹³	ta¹¹ʑin³³	no³⁵	nto³⁵	te³³	te³³	ta³³	ta⁴⁴ʑin⁵⁵	teu⁴⁴	tak³⁵	ta⁵⁵	tau³³	ʔtaːu³⁵	dau³³	du⁴⁴
打鸣	qa²⁴	qɑ³⁵	qua⁴⁴	qu⁴²	ha⁵⁵	qa³³	qɑ⁵³	qa³³	qa⁴⁴	qa⁴⁴	qo⁴⁴	qa³³	ji⁴⁴se³¹	ʑi⁴⁴sai³¹³	kɔ⁴²	ko¹³	kau⁴⁴	ka³⁵	ko⁵⁴	ka³⁵	ka³⁵	gaːi²⁴	kaːi⁵⁵	ɕau³⁵	koi⁴²
打（人）	ɳʈu³¹	ɳʈu³¹	ntou³³	ntə⁴²	ntu⁴⁴	ntau¹¹	pə³¹	ba³¹	tji³³	qʰei³³	tje¹³	tue⁴⁴	mɔ⁵³	mpo⁵³	ntu²¹	vat⁴⁴	lou³¹	do⁵⁵	no⁵⁴	kʰwaŋ³¹	po⁵³	po⁵⁵	bap⁴²	ŋ̥a⁵³	ket⁴⁴
打（枪）	puŋ⁵⁵	ɳʈu³¹	pau⁵⁵	põ¹³	poŋ⁴²	po⁵⁵	pɑŋ⁴⁴	ba³¹	paŋ³⁵	tɕy²⁴	pam⁵³	paŋ¹³	poŋ³¹	mpo⁵³	pɛ⁵³	pei³⁵	pei¹³	do⁵⁵	tsʰeŋ⁵⁵	kʰwaŋ³¹	puŋ⁵³	pun⁵³	fan⁵¹	tɛ³⁵	fui²²
戴（帽）	ntuŋ²⁴	ntoŋ³⁵	ntoŋ⁴⁴		ntaŋ⁵⁵	ntau³³	ntu⁵³	do¹³	tə⁴⁴		teu⁴⁴	teu³³	naŋ⁵⁵	ntuŋ⁵⁵	ntau⁴²	taŋ¹³	ntou⁴⁴	pa⁵⁵	noŋ⁵⁴	tɔŋ³³	ntɒŋ³⁵	doŋ²⁴	doŋ⁵⁵	dɔŋ²⁴	doŋ⁴²
戴（手镯）	ʈu²⁴	ʈu³⁵	tɕau³¹		ʈɔ⁵⁵	ʈau³³	ʈɔ⁵³	do¹³	tjo⁴⁴		tjo⁴⁴	nẽ²¹	tɕu⁵⁵	ntuŋ⁵⁵	ʈə⁴²	tai¹³	ti⁴⁴	pa⁵⁵	noŋ⁵⁴	kwei²²	ntɒŋ³⁵	taŋ³¹	ʔtaŋ³³	da⁴²	
倒（下）	tɕo⁵⁵qluŋ⁵⁵; ʁu²⁴	tɕo⁵⁵qloŋ⁵⁵	qou¹³	qo²²	ho¹³	ɢau³¹	qɔ⁴²	gwa⁵⁵	ko¹³	ko⁵³	kɔ²²	kɔ²²	maŋ³⁵	qaŋ³¹	ka²²	kuen³⁵	ku³¹	dljuŋ²²	kwaŋ³²	paŋ²²; ti⁵³	ŋkwai⁵⁵	paːŋ³³	baŋ³⁵	klɔ⁵³dja⁴²	do⁴²
到	zəu²⁴	zu⁵	tso¹³	lã²⁴	tæn⁴²	ȵdʑɦau¹¹	tɛ⁴⁴	tei⁵⁵	so¹³; lei⁴⁴	sou⁵³	tɬa¹³	ve⁵⁵	noŋ⁵⁵	ntuŋ⁵⁵	θɔ²²	vi⁴²	vai⁵⁵	dai¹³	ten⁴⁴	su³³	θu³⁵	tʰau²⁴	tʰaːu³¹	tu²⁴	paŋ⁴²; si²²
倒（水）	ʔlju³¹	ʔlu³¹	ɬi⁵⁵	ɬa¹³; lo²⁴	li³²	ɬi⁵⁵	pʐa⁵³	to⁵⁵	lju³³	ljo²⁴	tʰjeu⁵³	ljɔ⁴⁴	to⁵⁵	to⁵⁵	ȵtɕʰu⁵³	to³⁵	ȵtɕʰu¹³	tʰo³⁵	tʰau⁵⁴	tʰjeu⁵⁵	pʰo³⁵	kʰoŋ³³	loŋ³⁵	ta³⁵	ka⁴²
得到	tju²⁴	tu³⁵	tou⁴⁴	ta⁴²	tɔ⁵⁵	tau³³	tɔ⁵³	to³³	to⁴⁴	tue⁴⁴	tɔ⁴⁴	me²²ve⁵⁵	tu⁵⁵	tu⁵⁵	tə⁴²	təu¹³	to⁴⁴maŋ¹³	tau³⁵	ta⁵⁵	kʰwaŋ³⁵	tai³⁵	tu⁵⁵	ʔtu³⁵	tu⁵³lau²⁴	de⁴⁴
等	zuŋ⁵⁵	ðoŋ⁵⁵	tau²¹	tõ³¹	toŋ¹¹	dɦo¹¹	tɑŋ²²	daŋ⁵⁵	taŋ¹¹	taŋ²¹²	taŋ²⁴¹	taŋ²¹	teŋ¹¹	teŋ¹¹	tan²³¹	te¹³	tei⁵³	tjaŋ⁴⁴	tjeu³²	tjiŋ²²	ju⁵³	tso⁵³	tʃu⁵¹	tju³⁵	daŋ²⁴
掉	puŋ³¹	poŋ³¹	poŋ⁴³	põ²⁴	paŋ³²	pau⁵⁵	ʈɑ⁴⁴	ta³⁵	pɛ⁵⁵	pi²²	kia²⁴	pei⁵⁵	pe³³	ljuŋ³¹³	ntəŋ⁵³	tiau¹³	pou⁴⁴	puŋ¹³	poŋ⁴⁴	vaŋ²²; ti⁵³	tʃi⁴⁴	doːt⁵	plei⁴²	la³⁵	ʑai⁵³
吊	ʁwen³¹		tɬai⁴⁴	ʑə²²	xwæ⁵⁵	tʂaɯ³³	tɕi⁴⁴qwɛ³¹	xai⁵⁵	fi⁵⁵	tjeu⁴⁴	tsaŋ⁴⁴	kui⁵⁵	tɕo⁵⁵	tɕau⁵⁵	tɕa⁴²	vien³³	tɕa³³	tjeu⁵⁵	tjeu⁵⁴	tjɔ³¹	tju⁵³	dju²⁴	djeu⁵⁵		dju⁴²
跌倒	taŋ⁵⁵		qou¹³	qo²²	ho¹³	ɢau³¹	qɔ⁴²	tɕi³¹tɕaŋ³³	ɬjaŋ³⁵pi¹¹	pan⁴⁴	tɬja²⁴ɣam²⁴¹	ljaŋ²²	nɔ³¹	tje⁵⁵tau³¹³	ka²²	kuen¹³, xon³⁵	ɣe³¹ku³¹	dljuŋ²²	kwaŋ³²	ti⁵³kuŋ⁵³	kei¹¹; mpjuŋ³³	doːp²²	klin³¹	tən³⁵	djat⁴⁴lou²⁴
动	ȵu²⁴		toŋ²⁴		ɬoŋ¹¹	ʔa³³zo⁵³	toŋ³⁵	bi³⁵lu³³	n̥a³³		n̥ai³⁵	ʔe⁴⁴ʔu¹¹	njei³³	ʔa³⁵ʑa³¹³mpje³³	ləŋ³¹ku⁴²	niŋ³³	mpu³³	tuŋ⁵³	teŋ³²	kʰjaŋ⁵³; jɔŋ⁵⁵	ŋkləŋ³³	toŋ²³¹	ʔtoŋ³¹	tɔŋ⁴²	ȵot²²
堵塞	ntsʰo³³	ntsʰo³¹	tsʰeu³³	tʂɯ²²; nzə⁴²	ntsəu⁵⁵	tsʰey¹¹	tɕi⁴⁴ntsu⁴⁴	tsa⁵³	li³⁵; sʰaŋ³⁵	saŋ³³	ɬjaŋ⁵³	lje¹³	sɔ⁴²	sau⁵³	θu³¹	voŋ³³	su³¹	dʑu⁵⁵	ɬa⁵⁴	tsʰɔ³⁵	ntʃau⁵⁵	tsot⁵⁵	tʃat⁵⁵	djɔŋ⁴²	dut²²; be⁴²
（线）断	taŋ²⁴	tɑŋ³⁵	to⁴⁴	tə̃⁴²	toŋ⁵⁵	tu³³	te⁵³	tei³³	tɛ⁴⁴	tei⁴⁴	kwen²⁴¹	tei³³	taŋ⁵⁵	taŋ⁵⁵	toŋ⁴²	toŋ¹³	tuŋ⁴⁴	tɬon³⁵	keŋ⁵⁴	taŋ³³	taŋ³⁵	taŋ²⁴	ʃat⁴²	taŋ²⁴	daŋ⁴²; nau²⁴
（扁担）断	ʔləu⁵⁵	ʔlu⁵⁵	lo⁵⁵	lə¹³	lɔ⁴²	lo⁵⁵	te⁵³	tei³³	lo³⁵	ljaŋ²¹²	lau⁵³	leɯ¹³	ljoŋ¹¹	taŋ⁵⁵	lɔ⁵³	ʔlo³⁵	lau¹³	tɬon³⁵	keŋ⁵⁴	taŋ³³	lu⁵³	nau⁵³	naːu⁵¹	taŋ²⁴	daŋ⁴²; nau²⁴
躲避	ɳɖei³³	ɳɖe³¹	nʈai²⁴	nzə³¹lə⁵⁵	ɳʈe²¹	ndlɦai³¹	ʐɑ⁴⁴	ʔʑa³⁵	mi³⁵	ʑa³⁵	ɣa³⁵; li²⁴¹	ɣe¹¹	ʔe⁵³		ɳʈa²¹	ʔʑa³³		ʑi⁵⁵	ɬe⁵⁵	vei³⁵	mɒŋ⁵³	piŋ²⁴	mjeːm⁵¹	tɕɛn²⁴	ba²²
剁	ndzaŋ⁵⁵	ndzɑŋ⁵⁵	tʂua⁵⁵	sʰɯ¹³nzɯ²²	nto⁵⁵; ʂəu³⁵	hi³³nto³³	to³⁵; tsə⁵³	pʰəɯ³⁵	sʰɛ⁴⁴	tjaŋ³⁵	tu⁵³		pʰa⁵³	pʰa⁵³	vo¹³	vak⁴⁴	ntuŋ⁵⁵	ba⁵³	nɒ³²	tjɔk³⁵	ntjau⁵³	dzap⁵⁵	ʔto⁵⁵	tɔ²⁴	
翻	χwaŋ³¹		ntsen⁵⁵	hã¹³ʑə⁴²	ɬo¹¹	hi³³ntsɯ⁵⁵	tɕi⁴⁴pe⁴⁴	xwan⁵³	fʰɛ³⁵	fei³³	fa⁵³	fʰei¹³	me¹¹		pʰoŋ⁵³	pen³⁵; van³³	mpu¹³	fjen¹³	feu⁴⁴	fan⁵⁵	ʍan⁵³	bjen⁵³	plan⁵¹	bjɛn³⁵	fan⁴⁴
发烧	kaŋ³¹	kɑŋ³¹			koŋ³²tɕæ⁴²	ku⁵⁵	mpu⁴⁴ɕo⁴⁴	xwa³¹səɯ⁵⁵	kʰi³³tɕi³⁵		kʰo¹³	kʰei⁴⁴tɕi¹³	mɔ⁵³qaŋ³⁵	mpo⁵³qaŋ³⁵	to³¹kʰjoŋ³³	ʔu¹³	kʰuŋ³³tɕei¹³	fa³⁵kjon³¹³	mo¹³so⁴⁴	kue³³kʰaŋ³³	ʍa⁴⁴kʰjaŋ⁴⁴	koːm³³	fut⁵⁵kjoːm³⁵	xuət⁵³bəi²⁴	
纺	ʈʰu²⁴	tsoŋ³⁵	tʂʰua⁴³	tʂʰə⁴²	ʈo³⁵wæ³⁵	dɦau³⁵	ȵɯ⁵³	n̩¹³	njin¹³	njin⁵³	ȵi²²	ɕʰa⁴⁴heu¹³	ȵe³³	huŋ³¹³	ʈʰɔ⁴²	tsʰo¹³	ntau⁴⁴ntau⁴⁴	faŋ²²	tsʰo⁵⁴	ʔɔ³³	mpei¹¹	faŋ⁵³	pʰaŋ⁵¹	tʰja³³	
放（牛）	tsuŋ²⁴	tsoŋ³⁵	tʂau⁴⁴	sõ⁴²	soŋ⁵⁵	tʂo³³	tɕɑŋ⁵³	tsaŋ³³	ɕaŋ⁴⁴	tsaŋ⁴⁴	ɣeu⁵³	ɕaŋ³³	tɕoŋ⁵⁵	tɕuŋ⁵⁵	tsaŋ⁴²	sia¹³	mpai³¹	tɕuŋ³⁵	tsaŋ⁵⁴	tsuŋ³³	tʃuŋ³⁵	puŋ²⁴	ʔpoŋ⁵⁵	pə²⁴	boŋ⁴²
飞	ʔʑen²⁴	ʔʑin³⁵	ʑaŋ⁴⁴	ʑõ⁴²	ʑua⁵⁵	ʑaɯ³³	ʑi⁵³	ʔʑe³³	ʑaŋ⁴⁴	ʑaŋ⁴⁴	ʑan⁴⁴	ʑen³³	jei⁵⁵	ʑe⁵⁵	ʑəŋ⁴²	ʔʑəŋ¹³	ʑan⁴⁴	ʑiŋ³⁵	ŋji⁵⁴	ji³³	ji³⁵	dai²⁴	dai³¹	dai²⁴	sei⁴⁴
分	paŋ³¹		fai⁴³	sʰə̃⁴²pə̃⁴²	poŋ³²; xwen⁵⁵	fai³³	tɕi⁴⁴pe³⁵	sɿ⁵⁵pi⁵³	tu¹³	fen²⁴	tɕi³¹po¹³	poi⁴⁴	paŋ³⁵	paŋ³⁵	poŋ³³	peŋ³³	puŋ³³	pon¹³	peu⁴⁴	paŋ²²	ʍen³³	pun³³	fen³⁵	pən³³	fun²²
缝	so³³	so³¹	seu³³	ʐõ⁵⁵	sə¹³	sey¹¹	ʐu²²	ʑa³⁵	ɣaŋ⁵⁵	ʑaŋ²²	pʰa¹³	ɣaŋ⁵⁵	tɕʰi⁴⁴	ʑuŋ³³	mpu⁵³	viaŋ³³	mpo¹³	ʑuŋ³¹³	njau⁴⁴	paŋ⁵³	ŋkjuŋ³³	lun³¹	to³¹	lun³¹	bja⁴⁴; dup⁴⁴
孵	va²⁴	vɑ³⁵	pua¹³	pu²²	pə¹³	tɬaɯ¹¹	mo⁵³	pəɯ³³	pə¹³	pou⁵³	mu⁴⁴	pa²²	po⁴⁴	po³¹	pu²²	zoŋ⁴⁴	pu³¹	pu²²	pau²¹	pʰu⁵³	pu¹¹	po²¹	ʔpu⁴²	pu⁴²	pu²²
扶	va²⁴	ʈoŋ³¹	fu⁵⁵		ta⁴²	tɕaɯ⁵⁵; dʐɦy³⁵	ʈʰo⁵³	tsaŋ³⁵	ɕoŋ⁴⁴	tsuŋ⁴⁴	tsam⁴⁴ɕa⁵³	ɕo¹¹	lja⁵⁵	fu³⁵	tsəŋ⁴²	paŋ²²	tai¹³	fu³¹³	sui³²	kwa⁵³	mpla¹¹	ma⁵³	gjap⁴²	tjuə³⁵	ben⁴⁴
浮	ntuŋ²⁴	ntoŋ³⁵	ntaŋ⁴³	hə¹³	ntəu⁵⁵	ntaɯ⁵⁵	ntei³⁵	fu³¹	poŋ⁵⁵; pʰu³³	pau²²	pʰua¹³	xo⁵⁵ko⁵⁵	pʰoŋ³³	pʰau³⁵	ʑəu¹³	fu⁴²	ntan³³	fu³¹³	fu¹³	fau³³	ntei⁵³	bjəu³¹	bjeu³³	bjau³¹	beu⁵³
（应）该	kɛ³³	ke⁵⁵	ka⁴³	ʑĩ¹³kɛ⁴²	ʑin¹³kæ⁵⁵	kai⁵⁵	ca⁴⁴		tei³⁵	kei²⁴	kai⁴⁴	ho¹¹	tʰo³⁵	ke⁵⁵	ʑau¹³vau²²	kai³³	kai³³	kai¹³	kai⁴⁴	kai²²	la¹²	koːi³³	koːi³⁵		
改	kɛ⁵⁵		kai⁵⁵		kæ⁴²	tɬey¹¹	ɕa⁵³		kɛ⁵⁵		tʰɔ⁵³	kæ⁵⁵	ke³¹	kai³¹³	kai⁴²	kai³⁵	kai⁴²	ke⁴⁴	kai³³	kwei³³	kai⁵³	koːi⁵³	koːi⁵¹		koi²⁴
盖（被）	ʔju⁵⁵	ʔju⁵⁵	vo⁵⁵	və¹³	wua⁴²	və⁵⁵	ʔo⁴⁴	ʔəɯ⁵⁵	ɣə³⁵	tsa¹³	ɕeu⁴⁴	ɕa⁴⁴	tʰa³¹	va³¹³	və⁵³	ʔvia³⁵	mpou³¹	pʰu¹³	ken³²	vu⁵⁵	tʃa⁴⁴	hom²¹	hom⁴²	pʰəu³³	kum²⁴
