No.	English gloss	Chinese gloss	Proto-Lalo	Lalo, Central-Western (Qingyun)	Lalo, Western (Shanglizhuo)	Lalo, Eastern (Diaocao)	Xuzhang	Mangdi	Eka	Yangliu
500	arrow	箭	*mja²za²	ta²¹na³³mi̤²¹	tsɿ⁵³	mei²¹zɔ²¹	mo²¹tɕian⁵³	mu²¹jo²¹	muɛ²¹	
501	arrow (head)	箭头		ta²¹na³³mi̤²¹¹n̩²¹dy⁵⁵	tsɿ⁵³n̩²¹dy²⁴		lo²¹kʰɛ˞²¹tɛ˞³³zo²¹	mu²¹jon²¹də⁵⁵	muɛ³³ɛ²¹mə²²kʰu³³dzu²¹	
502	cage	笼		ty⁵⁵	a⁴⁴ni³³ty²⁴	lɔ²¹tsɿ³³	a⁵⁵ɲa³³ty⁵⁵y³³	kʰa³³lu⁵⁵	ka̠ʔ²¹fu³³	lo²¹lo²¹
503	drum	鼓		ku²¹	kv̩²¹	ku³³	toŋ²¹toŋ²¹	koŋ⁵⁵	koŋ³³	
504	gong	铜锣				tʰɔ⁵⁵lɔ⁵⁵	tʰɛ˞⁴⁵lɛ˞⁵³	jaŋ⁵⁵	zaŋ⁵³	mɑŋ³³
505	town	城		tʂʰəŋ²¹ʂʅ³³	tʂʰəŋ²¹ʂʅ³³	tsɛ²⁴	tʂʰəŋ²¹tsɿ³³		tsʰəŋ²¹	pa³³tsɿ³³
506	village	村(寨)	*kʰa̠ᴴ	kʰa̠³³	kʰɛ˞⁴⁴	kʰa³³	tsʰa⁴⁵kʰɛ˞³³	kʰa³³	ka̠ʔ³³	kʰɛ˞⁵³
507	custom	风俗			tʂʰu³³	ɕɯ⁵⁵tu²¹	fəŋ²¹su³³	li⁵⁵ki³³	ɛ²¹li⁵³	ɕĩŋ³³
508	ritual tree	龙树			nɛ²¹dzɿ²⁴	lɤ̪²¹ɕi³³dzei²⁴	nɛi²¹dzɿ²⁴	nɛ²¹dʑi⁵⁵		
509	invocation	祈祷		ʂa³³fv̩³³	ta²¹pɛ²¹	sa³³fv̩³³		tə²¹ka⁵⁵tsʰa⁵⁵to³³	a²⁴ɣɨ³³xo²⁴	to²¹ko⁵³
510	bell	铃		tɕi⁵⁵sɛ⁵⁵nə⁵⁵	pi⁴⁴tʂu⁴⁴	wɛ⁵⁵lɛ⁵⁵	ʂɛ˞⁴⁵nɛ˞⁵³	xɛŋ⁵⁵	a²⁴tsu³³lu³³	xə³³lə³³lə³³
511	flute	笛子	*gji²ly²	gy²¹ly²¹	dy²¹ly²¹	dʑi²¹lu⁴²	dʑy²¹ly²¹	də²¹lə²¹	pi²¹sao²⁴	ti²¹li²¹
512	gourd reed	芦笙	*by¹	by⁵⁵	by²⁴	bə²⁴		bə⁵⁵	bə²⁴	
513	pipe	烟筒		jan³³tʰoŋ²¹	lao²¹pian⁴⁴tʰoŋ²¹	lɔ²¹mə⁵⁵tʰo²¹	lao²¹piɛn⁴⁴tʰoŋ²¹	a⁵⁵kʰɨ²¹a³³da³³	a²⁴lu³³sa²¹bo²⁴po̠²¹	jo³³jo³³ta⁵⁵tʰoŋ²¹tʰoŋ²¹
514	trap	陷阱	*va³	va³³	va³³	sua³³tɤ̪²¹		voŋ³³	vo³³tʰv̩a⁵³ko³³kʰu²⁴	va³³
515	poison	毒药	*do̠ᶫ	to̠²¹ʔnɛ̠³³tsʰɿ²¹	tu⁵⁵nɛ³³tsʰɿ²¹	tu⁴²nɛ³³tɕʰi²¹	du³³	tu²¹na³³tɕʰi²¹	tu̠ʔ³¹na³³tɕʰi²¹	tu⁵⁵
516	look at	看	*ʔni¹	ʔɲi⁵⁵	ĩ²⁴	i⁵⁵	ĩ⁴⁵³	i⁵⁵	i²⁴	vaŋ⁵³
517	see	看见	*mjaŋ¹	mu⁵⁵	mu²⁴	mia²⁴	ma²⁴	i⁵⁵ma⁵⁵	i²⁴ma²⁴	va⁵⁵m̩³³
518	show	给看		ʔɲi⁵⁵to³³	ĩ³³tu³³	i⁵⁵tu³³	ĩ⁴⁵tu³³	i⁵⁵to³³	i²⁴to²¹	gɨ²¹vaŋ⁵³
519	listen	听	*ʔna¹	ʔna⁵⁵	na⁴⁴	nɔ⁵⁵	no⁴⁵³	no⁵⁵	go²¹	na³³
520	hear	听见	*gja²	ga̤²¹	na⁴⁴ga²¹	nɔ⁵⁵ɣɔ²¹	go²¹	po³³go²¹	no³⁵go²¹	ga³³pa²¹, na³³ŋa³³
521	eat	吃	*dza²	dza̤²¹	dza²¹	dzɔ²¹	dzo²¹	dzo²¹	dzo²¹	dza²¹
522	feed	喂(人、猪)	*tʃa̠ᶫ	dza̤²¹to³³	tʂa⁵³	tsu⁴²	tʂo³³	tsɑ²¹	tsuɛ̠²¹	tsa⁵³
523	feed animals	喂(喂鸡)	*tʃa̠ᶫ	tʂa̠²¹	tʂa⁵³	tsu⁴²	tʂo³³	tsɑ²¹	tsuɛ̠²¹	tsa⁵³
523	feed (liquid)	喂(喂鸡)	*taŋ³	tu³³				ta³³	tai³³	
524	drink	喝	*daŋ¹	du⁵⁵	du²⁴	da²⁴	da²⁴	da⁵⁵	da²⁴	da³³
525	give to drink	给喝	*taŋ³	du⁵⁵to³³	tu³³	da²⁴tu³³	da²⁴tu³³, ɣɨ²⁴ta³³	da⁵⁵to³³	tai³³	gɨ²¹ta³³, ɣɨ³³tu³³
526	bite	咬	*kʰo̠ᶫ	kʰo̠²¹	kʰo⁵³	kʰu⁴²	kʰo³³	kʰu²¹	kʰu̠²¹	kʰo⁵³
527	chew	嚼	*ga²	ɦa̤²¹	ɣa²¹	gɔ²¹	go²¹	go²¹	go²¹	gua²¹
528	lick	舔	*lɛ̠ᶫ	la̠²¹	lɛ⁵³	lɛ⁴²	lɛ˞³³	la̠²¹	la̠ʔ²¹	liɛ˞⁵³
529	savor	含	*my¹	my⁵⁵	my²⁴	pɔ⁵⁵	my²⁴	mə⁵⁵	mə²⁴	mə³³
530	swallow (a)	咽	*naŋ³		nv̩³³	na³³	naŋ³³			
530	swallow (b)	咽	*gjo¹	ɦø⁵⁵				gɨ⁵⁵	gə²⁴tɕi³³li³³	gɨ³³
531	spit	吐(吐口水)	*pʰi̠ᶫ	fɛ̠²¹	ɛ⁵³	xue²¹	tsʰɿ̠³³	pʰi²¹	pʰi²¹	pʰai⁵³
532	vomit	呕吐	*pʰe̠ᶫ	pʰɛ̠²¹	pʰɛ⁵³	pʰei⁴²	pʰɛi³³	pʰɛ̠²¹	pʰi²¹	pʰai⁵³
533	suck	吸		ɕi⁵⁵	hã²⁴	ɕi²⁴	ɕi²⁴	tʃʰɿ⁵⁵	ga²⁴	ɕi³³
534	blow (on)	吹(吹火)	*ʔmy̠ᴴ	ʔmʉ̠³³	mv̩⁴⁴	mə³³	mø³³	mi³³	mɨ̠³³	mi⁵³
535	say	说	*be̠ᴴ	bɛ̠³³	bɛ⁴⁴	bei³³	bi³³	bɛ̠³³	tʰɨ²⁴	bei⁵³
536	speak	讲	*tʰy¹	tʰy⁵⁵	tʰy²⁴	dʑa²¹	tʰy⁴⁵³	tʰə⁵⁵	kʰuaŋ⁵³, tʰə²⁴	bei⁵³
537	tell	告诉	*be̠ᴴgu²	bɛ̠³³gṳ²¹	bɛ⁴⁴gv̩²¹	bei³³ɣə²¹	bi³⁴gɨ²¹	bɛ̠³³gɨ²¹	tʰə²⁴	bei⁵⁵gɨ³³
538	call	叫	*ku¹	kə⁵⁵	kv̩²⁴	kɤ̪⁵⁵	kɤ̪˞⁵⁵	ku⁵⁵	ə̠²¹	kɤ̪³³
539	ask	问	*ʔna¹	ʔna⁵⁵	na⁴⁴ĩ⁴⁴	nɔ⁵⁵	no³⁵ĩ⁵³	nə⁵⁵ĩ⁵⁵	no²⁴	mĩ²¹
540	answer	答(回答)	*po̠ᴴ	po̠³³	pu⁴⁴	da²¹	pu³³gɨ²¹		xuaŋ²⁴li̠ʔ³³	ta²⁴
541	send for	请	*tsʰɛ³	tsʰɛ³³	tsʰɛ³³	tɕʰɛ³³	tʂʰɛ˞³³	tʰə⁵⁵tʰə²¹	tɕʰiŋ⁵³	tʂʰɛ˞³³
542	smell	闻(嗅)	*ny²	ny̤²¹	ny²¹	nə²¹	ny²¹	nə⁵⁵	nə²¹	nəŋ²¹
543	touch	摸(摸摸刀口)	*mo̠ᴴ	mo̠³³	mu⁴⁴	mu³³	mv̩³³	vo²¹	vo²¹ʔi²⁴	mu⁵³
544	take	拿(拿书)	*vu¹	vv̩⁵⁵	vv̩²⁴	vɤ̪²⁴	vv̩²⁴	vv̩⁵⁵, vu⁵⁵	vv̩²⁴	vv̩³³
545	grasp	握(握刀把)		tsa³³tɕɛ²¹	ti⁴⁴	tsu³³tsɛ²¹	ti̠⁴⁴	sɿ²¹	nɛ̠ʔ²¹	vv̩³³
546	grab	抓住		tʂua³³tɕɛ²¹	vv̩²⁴tʂɛ²¹	tsua³³tsɛ²¹	ga²⁴tʂʅ²¹	tsu³³	ga²⁴ta³³	vv̩³³
547	pick (a)	摘(摘果子)	*xa̠ᶫ				xo⁴⁵³	xɛ̠²¹	xa̠ʔ²¹	
547	pick (b)	摘(摘果子)	*tsʰɛ̠ᴴ	tsʰa³³	tsʰɛ⁴⁴	tʰa³³		tɛ̠⁵⁵		pʰɛ˞⁵³
548	rub	搓(措绳子)	*vɛ̠ᶫ	va̠²¹	vɛ⁵³	sɿ³³	ga³³	va̠²¹	va̠ʔ²¹	vɛ˞⁵³
549	rip	撕	*tʃʰe̠ᶫ	tɕʰɛ̠²¹	tɕʰi⁵³	tsɿ³³	tɕʰiɛ³³	ɕi³³	xa̠ʔ³³	tɕʰi⁵³
550	twist	拧(拧毛巾)	*ʃɨ̠ᶫ	ɲio̤²¹	ʂʅ²¹	ɲio²¹	lo²¹	sɿ³³	sɿ̠³¹pʰi²⁴	nio²¹
551	pick up	拾(拾起)	*go̠ᴴ	wo̠³³	ɣo⁴⁴	gu³³	gu³³	gu⁵⁵	gu³³	gu⁵³
552	catch	捉(捉鸡)		tʂə²¹	vv̩²⁴	tsua³³	ga²⁴tʂʅ²¹	tsu³³	nɛ̠ʔ²¹	tsɤ̪²¹
553	scatter	撒(撒种子)	*ʃɨ²	ʂʅ²¹,pi²¹	ʂʅ²¹	pei²¹	ʂʅ²¹, pɛi³³	sɿ²¹	sɿ²¹	sɿ²¹
554	throw away	丢掉	*ʔlo̠ᴴ	ʔlo̠³³	lu⁴⁴hẽ³³	lu³³n̩²¹tɕi³³	dza³³mɛi²⁴	u⁵⁵tsa⁵⁵pɛ³³	lu̠³³pʰi²⁴	lu⁵⁵ei³³
555	pitch	摔(石头)	*ʔlo̠ᴴ	ʔlo̠³³	lu⁴⁴tɛ²¹	dzə³³	dza³³tʰiɛ³²	lu⁵⁵	lu̠³³kuɛʲ²⁴	lu⁵⁵ei³³
556	toss (overhand)	投		ʔlo̠³³	ɣɨ²¹	lɔ³³	lu³³	pɛ³³kɛ⁵⁵	lu̠³³kɛ³³	lu⁵⁵ei³³
557	stretch (a)	伸(伸手)	*dʒe³	dʑi³³		dʑi³³			dʑɛ³³	
557	stretch (b)	伸(伸手)	*dʒe²		dʑi²¹		dʐʅ²¹			dzai²¹
557	stretch (c)	伸(伸手)	*tʃʰe³	tɕʰi³³		tɕʰi³³		tɕʰi⁵⁵		
558	pound	舂/捣碎	*te²	ti²¹	tɛ²¹	tei²¹	tɛi²¹	tɛ²¹	tɛ²¹	dzɿ²¹
559	lift	举起	*tʃʰɛ²		py²¹to³³	pi²¹tɤ̪⁵⁵	tɕy³³tɛ˞⁵⁵li³³	tɕʰɛ²¹tu⁵⁵	tɕʰɛ²¹di³³	dzai²¹ti⁵⁵li³³
560	fold	折		tɕɛ⁵⁵	ɕy³³ka³³	tɕa⁵⁵	tiɛ˞²⁴	tɨ⁵⁵	da³³	dzɨ³³
561	squeeze	挤压/榨	*ni̠ᶫ		ti⁴⁴	ni⁴²		ɲɛ³³	nɛ̠²¹na̠³³	naŋ⁵³
562	pinch (a)	捏	*tsʰi̠ᶫ		tsʰɿ⁵³		kɤ̪˞²¹	tsu³³tɕʰi²¹	tsu³³tɕʰi²¹	
562	pinch (b)	捏	*tso̠ᴴ	tso̠³³		tsu³³	tsu̠³³	tsu³³tɕʰi²¹	tsu³³tɕʰi²¹	
563	massage	按摩	*ʒi̠ᶫ	tso̠³³	zɿ⁵³	tsu³³	tsu̠³³gɨ²¹	tsa̠⁵⁵	nɛ̠³¹pʰuɛ²⁴	i⁵³
564	bend	使弯曲	*go̠ᶫ	vv̩⁵⁵wo̠²¹	ni⁴⁴wo⁵³	wu²⁴gu⁴²	wv̩²⁴waŋ³³ʝi⁵³	tsa⁵⁵gu²¹	nɛ̠³³gu̠²¹	tsʰɿ²¹
565	pull (a)	拉	*xi³	tɕi³³		tɕɛ³³	ɕi³³			
565	pull (b)	拉	*gaŋ¹	wo⁵⁵	ɣo²⁴		ga²⁴	ga⁵⁵	ga²⁴	gu³³
566	push	推	*dy²	tʂə̠³³	dy²¹	ɕɔ²⁴	pa³³	də²¹	də²¹	
567	kick	踢	*tʃʰɛ̠ᴴ	tʂʰa³³	tsʰɛ⁴⁴	tɕʰɛ³³	tsʰɛ˞³³	pɛ⁵⁵	tsʰa̠³³	tʂʰɛ˞⁵³
568	kneel	跪	*gɨ²tɛ¹	ni̤²¹gɨ̤²¹	gɛ²¹tɛ²⁴	dʑi²¹	gɨŋ²¹	ta⁵⁵ku²¹		go²¹
569	sit (a)	坐	*ni¹	ni⁵⁵		ni²⁴	ɲi²⁴			tsʰo⁵³
569	sit (b)	坐	*di¹		di²⁴			di⁵⁵	di²⁴	tsʰo⁵³
570	carry, on back	背(背小孩)	*bo²	vi̤²¹,mɛ⁵⁵	dzɿ²¹	bə²¹	dzɿ²¹	bi²¹	bɨ²¹	bi²¹
571	carry,  in arms	抱(抱小孩)	*te̠ᴴ	tɛ̠³³	tɛ⁴⁴	tei³³	tɛi³³	tɛ̠⁵⁵	ti̠³³	ti⁵³
572	carry, by hand	提	*tʃʰɛ²	tʰi̤²¹	tʂʰɛ²¹	tʰi⁵⁵	tʂʰɛ˞²¹	tɕʰɛ²¹	tɕʰɛ²¹	tʰi²¹
573	carry, mid pole	担	*py²	py²¹	ta⁵³	pi²¹	py²¹	pə²¹	va³⁵pə²¹	pɨ²¹
574	fall	跌(跌倒)	*ʔly²	ʔly³³	ly²¹	da²¹	ly²¹	bɛ³³	pə³³	
575	lean	靠(人靠在树上)	*e̠ᴴ		tɛ³³	tei³³	da²¹	ɛ̃³³	ɛ̠⁵³	
576	spend night	过夜	*he̠ᶫ	hɛ̠²¹	hɛ̃⁵³	xei⁴²	xai³³	xɛ̠²¹	ta̠ʔ²¹tɛʲ³³, xi̠²¹a³³	xai⁵³
577	rest	休息	*na²	na̤²¹	na²¹	ɕa⁵⁵	no²¹	no²¹	no²¹go³³	ɕa⁵⁵la²¹
578	sleep (a)	睡觉	*ʒi̠ᶫda(ŋ)²		ʐʅ⁵³du²¹, du²¹	zɿ⁴²tu⁴²	ʐʅ³⁴to³³	ʝiʔ²¹		zɿ⁵⁵ta⁵⁵
578	sleep (b)	睡觉	*ʔne̠ᶫda(ŋ)²	ʔɲɛ̠²¹da²¹						
579	put to sleep (a)	使睡	*ʒi̠ᶫda(ŋ)²tu̠ᴴ	ʔɲɛ̠²¹da̠²¹to³³	du²¹tu⁴⁴	gei²¹zɿ⁴²tu⁴²	ʐʅ³³to³³tu³³			gɨ²¹zɿ⁵³
579	put to sleep (b)	使睡	*xi̠ᶫ					ɕiʔ²¹	xiɛ⁵⁵tai⁵³	
580	awake	醒(睡醒)	*xa̠ᶫ	ɦɛ⁵⁵xa̠²¹	hã⁵³	xo⁴²tɕʰi²¹	xo³³	tʃɿ³³mɨ⁵⁵	xo̠²¹loŋ⁵³	han⁵⁵tə³³
581	awaken	唤醒	*ku²xa̠ᶫ	kə⁵⁵xa̠²¹	kv̩²¹hã⁵³	kɤ̪⁵⁵xo⁴²tɕʰi²¹	kɤ̪˞⁴⁴xo³³	ni²¹	ə²¹tu²⁴	kɤ̪²¹haŋ⁵⁵
582	do (work)	做(做工)	*pe¹	pi⁵⁵,mʉ⁵⁵	pɛ²⁴	mɤ̪⁵⁵	mɤ̪⁴⁵³, pi⁴⁵³	mu⁵⁵	mɨ³³dʑɛ²¹	pai³³, m̩³³
583	labor	劳动	*mja²ni²ʔmu¹	lo̠²¹mʉ⁵⁵	ma²¹ni²¹mv̩⁴⁴	mei²¹li²¹mɤ̪⁵⁵	ma²¹ɲi²¹mɤ̪⁴⁵³	lo²¹mu⁵⁵	mɨ³³dʑɛ²¹	ma²¹ni²¹m̩⁴⁴
584	to plow	犁(犁地)	*mja²	mi²¹	ma²¹	mia²¹	mo²¹	mo²¹ɛ³³	mo²¹	ma²¹
585	dig (a)	挖(挖洞)	*kɛ̠ᶫ		kɛ⁵³	kɛ⁴²	kɛ˞³³	ka̰ʔ²¹	ka̠ʔ²¹	kɛ˞⁵³
585	dig (b)	挖(挖洞)	*ku²	kə̤²¹	kv̩²¹					
586	plant (a)	种	*kʰa³	kʰa³³	kʰa³³			kʰo³³		kʰa³³
586	plant (b)	种/栽秧	*tɛ¹	tɛ⁵⁵	tɛ²⁴	tɛ⁵⁵	tɛ˞⁴⁵³	tɛ⁵⁵	tɛ²⁴	tɛ˞³³
587	water	浇(浇菜)	*xy²	ɕy̤²¹	ɸu²¹		xu²¹	xø²¹	xə²¹	
588	slice	切(切菜)	*tsʰe̠ᴴ	da̠³³	tsʰe³³	ɣə²⁴	tsʰai³³	su³³	su³³	tsʰai³³
589	slice in half	切(切苹果、西瓜)	*bɛ²	bɛ²¹	bɛ²¹	bɛ²¹	bɛ˞²¹	bɛ²¹	bi²¹	tsʰai³³
590	split	劈(劈木柴)	*kʰjɛ²	kʰɛ̤²¹	kʰe²¹	kʰɛ²¹	kʰɛ˞²¹	kʰɛ²¹	kʰɛ²¹	kʰɛ˞²¹
591	chop	砍(砍树)	*kʰe̠ᴴ	kʰɛ̠³³	kʰai⁴⁴	kʰei³³,tsʰɿ⁵⁵	kʰai³³	da̠³³	da̠ʔ³³	kʰɛi⁵³
592	reap	割(割稻)	*ɣi̠ᶫ	ɣɨ̠²¹	ɣɨ⁵³	ʝi⁴²	ɣɨʔ³³	ɣɨʔ²¹	tɕʰɛ²¹	ɣɨ⁵³
593	whittle	削	*tʃʰo̠ᴴ	tʂʰo̠³³	tʂʰu⁴⁴	ɕu³³	tʂʰu³³	pu⁵⁵	tsʰu³³	ɕu⁵³
594	stab (a)	刺	*dʒe̠ᶫ			dzɿ⁴²			dʑi̠²¹	
594	stab (b)	刺	*gu̠ᶫ	gə̠²¹	gv̩⁵³		gɤ̪˞³³	gɨ³³		
594	stab (c)	刺	*tʰe̠ᶫ		tʰe⁵³			tɛ²¹		
595	pull up (a)	拔(拔草)	*tʃi̠ᴴ	tʂʅ̠³³	tʂʅ⁴⁴	tsɿ³³	tʂʅ³³	tɕi̠⁵⁵		
595	pull up (b)	拔(拔草)	*pɨ̠ᴴ						pɨ³³	pu⁵³
596	graze	放牧	*ʔlo̠ᶫ	lo̠²¹	lu⁵³	lu⁴²	lu̠³³	luɛ̠³³	luʲ²²i³³, luʲ²⁴	i³³
597	raise animals	饲养	*hu¹	hə⁵⁵	ʂu³³	fɤ̪⁵⁵kɛ³³	ʂu⁵⁵	xu⁵⁵	fv̩²⁴ta³³	su³³
598	lead along	牵(牵牛)	*si³	sɿ³³	sɿ³³	ɕi³³	sɿ³³	tɕi³³xɛ³³	xi̠ʔ³³	gu³³
599	buy	买	*vɛ¹	vɛ⁵⁵	vɛ²⁴	vɛ²⁴	ɣɛ˞²⁴	vɛ⁵⁵	vɛ²⁴	vɛ˞³³
600	sell	卖	*vu²	a̤²¹	ɣo²¹	ɣʷɔ²¹	vv̩˞²¹	vu²¹, vuŋ²⁵	vv̩²¹	vv̩²¹
601	count (a)	数(数东西)	*ɣo³			ɣə³³	vv̩˞²⁴ʔĩ⁴⁵³		ɣɨ³³	
601	count (b)	数(数东西)	*gjaŋ¹	gu⁵⁵				ku³³tʃa⁵⁵		
601	count (c)	数(数东西)	*tʃa¹		tʂa⁴⁴			ku³³tʃa⁵⁵		
602	teach	教	*ʔma²	ʔma̤²¹	ma⁵³	mɔ²¹	mo²¹	mo²¹	mo³³ɛ̠²¹	
602	teach/train	教	*tsaŋ³		tsu³³					ɣɨ⁵⁵tu⁵³
603	study	学	*dzaŋ¹	dzu⁵⁵	dzu²⁴	dza²⁴	dza²⁴	dza⁵⁵	xĩŋ⁵³	ɣɨ⁵³
604	cook	煮	*tse̠ᶫ	tɕɛ̠²¹	tɕi⁵³	tɕi⁴²	tɕiɛ̠³³	tɕɛ̠²¹	gɛ³³,ti²⁴	tsai⁵³
605	fry (stirfry)	炒	*ʔlu¹	ʔlə⁵⁵	lv̩²⁴	tsʰo³³, lɤ̪⁵⁵	lɤ̪˞⁴⁵³	lu⁵⁵	lu²⁴	lɤ̪³³
606	steam (a)	蒸	*se̠ᶫ				sɛi³³			
606	steam (b)	蒸	*pu²	pʉ²¹	kv̩²¹	kɤ̪⁴²		pu²¹	bv̩̠²¹	pu²¹
607	hunt	打猎	*kaŋ²dzi²de²	ko²¹dʑi²¹dɛ²¹	ko²¹dʑi²¹dɛ²¹	ja³³ka⁴²dɛ²¹	ka²¹dʑi²¹bɛ˞³³	tʃʰɿ⁵⁵tʃu²¹	ɛ³³ka̠ʔ²¹bai²⁴	ga⁵³
608	shoot (a gun)	射	*bɛ̠ᴴ	ba̠³³	bɛ⁴⁴	bɛ³³	bɛ˞³³	ba̠³³	ba̠ʔ³³	bɛ˞⁵⁵
609	hit (a target)	中(射中)	*tʰu³	tʰə³³	bɛ˞⁴⁴tʰv̩³³	ɣɔ³³	bɛ˞³³ti⁴⁴	ja³³	ba̠ʔ³³za³³	bɛ˞⁵⁵ŋa³³
610	kill	杀(杀鸡)	*se̠ᶫ	sɛ̠²¹	se⁵³	sei⁴²	sɛi̠³³	ɕɛ̠²¹	su̠ʔ³³	sai⁵³, xɛ˞⁵³
611	die	死	*xɨ¹	xɨ⁵⁵	xɨ²⁴	ɕi⁵⁵	xɨ⁴⁵³	xɨ⁵⁵	xɨ²⁴	xɨ³³
612	sharpen (grinding)	磨(磨刀)	*sɛ²	sɛ̤²¹	sɛ̃³¹	sɛ²¹	sɛ˞²¹	sɛ²¹	ɕɛ²¹	sɛ˞²¹
613	mill (grinding)	磨(磨米)	*gaŋ³	wu³³	wu³³	ga²⁴				gu³³
614	winnow	簸(簸米)	*ʔva¹	ʔva⁵⁵	va⁴⁴	ɔ⁵⁵	ou⁴⁵³	o⁵⁵	o²⁴	oaŋ³³
615	ladle out	舀(舀水)	*kʰo̠ᶫ	kʰo̠²¹	kʰo⁵³	kʰu⁴²	kʰo³³	vi̠³³	ga³³	kɛ˞³³
616	wear	穿(衣服)	*vi̠ᶫ	jɛ̠²¹	ʝi⁵³	vei⁴²	ʝiɛ̠ʔ³³, ʝi³³	vɛ̠²¹	vi̠ʔ²¹	vai⁵³
617	wear (hat)	戴(帽子)	*kʰo̠ᴴ	kʰo̠³³	kʰo⁴⁴	də⁴²	kʰu³³	kʰu̠³³	kʰu̠³³	tɨ⁵³
618	wear (turban)	戴(头巾)	*so̠ᶫ		su⁵³	nei⁴²		kʰu̠³³	kʰu̠³³	tɨ⁵³
620	clothe	给穿	*ʔvi̠ᶫ tu³/gu²	jɛ̠²¹gṳ²¹	ʝi⁵⁵gv̩²¹	vei⁴²tu³³	ʝiɛ̠³³tu³³	vɛ̠²¹	vi̠ʔ⁵³	vai⁵³gɨ²¹
621	take off	脱(脱衣服)	*ʔli̠ᶫ	ʔʐʅ̠²¹	li⁵³	li⁴²	la³³	lɨ²¹	lɨ̠ʔ²¹	li⁵³
622	roll up	卷(卷烟)	*ʔly³	ʔly³³	ko²¹to³³	lə³³	ly³³	lɨ³³	li³³	tɕuɛ˞²¹
623	shave	剃(头)	*tʃʰo̠ᴴ	tʂʰo̠³³	tʂʰu⁴⁴	tsʰɛ²¹	tʂʰu³³	tʃ̠ʰu̠³³	tsʰu³³	tsʰu⁵³
624	comb	梳(梳头)	*pjɨ²	pʉ²¹	pɨ²¹	kʰɔ³³	pɨ²¹	pɨ²¹	pɨ²¹	pai²¹
625	dye	染(染衣服)		ʐaŋ²¹	sɛ²¹	zei³³	tɕiaŋ³³	xu³³	fv̩³³	zei³³
626	sew	缝(缝衣服)	*gu̠ᶫ	gə̠²¹	gv̩⁵³	gə⁴²	gɤ̪˞³³	gɨ̠²¹	gɨ̠²¹	gɤ̪⁵³
627	mend	补(补衣服)	*ʔnɛ̠ᶫ	ʔna̠²¹	nɛ⁵³	nɛ⁴²	nɛ˞³³	na̠²¹	na̠ʔ²¹	nɛ˞⁵³
628	weave	编织	*dzɛ̠ᶫ	pi⁵⁵	tse⁵³	pi²⁴	pi⁴⁵³	dʒa̠²¹	dza̠²¹	
629	plait	编(编辫子)	*pʰe²	pʰi̥²¹	pʰɛ²¹	pʰei²¹	pʰɛi²¹			pʰai²¹
630	make the bed	铺(铺床)	*kʰaŋ²	kʰo²¹	kʰo²¹	kʰa²¹	kʰa²¹	kʰɑ²¹	kʰa̠ʔ²¹	tou²¹
631	sweep	扫(扫地)	*si̠ᴴ	sɿ̠³³	sɿ⁴⁴	sɿ³³	sɿ̠³³	sɿ̠³³	sɿ̠³³	sɿ⁵³
632	open	开(开门)	*pʰu³	fv̩³³	fv̩³³	vɤ̪²⁴kʰei⁵⁵	pʰᶠɤ̪˞³⁴	pʰu³³	pʰv̩³³	pʰu³³
633	close	关	*tsʰɨ²¹	tsʰɿ²¹	tsʰɿ²¹	dɛ²¹tsʰɿ²¹	dɛ˞²¹tsʰɿ²¹	tsʰɿ²¹	tsʰɿ²¹	tsʰɿ²¹
634	shut (a)	闭(闭眼)	*tsʰɨ̠ᴴ	tsʰɿ̠³³	tsʰɿ⁴⁴					
634	shut (b)	闭(闭眼)	*mi̠ᴴ			mi³³	mi̠³⁴	mi̠³³	mi̠ʔ³³	mi⁵³
635	put down	放(下)(放置)	*ta̠ᶫ	ta̠²¹	pʰy²¹ta⁵³	nɔ²¹	to̠⁴⁴	to³³	to̠ʔ²¹	pʰɨ²¹
636	release	放(把鸟放走)	*pʰjy²	pʰu̥²¹	pʰy²¹	pʰei²¹	pʰy²¹	pʰɨ²¹	pʰə²¹pʰuɛ²⁴	pʰɨ²¹
637	hang	挂(挂在墙上)	*kɛ¹	kɛ⁵⁵	kɛ²⁴	kɛ⁵⁵	kɛ˞⁴⁵³	xɛ³³	xuai²⁴	kɛ˞³³
638	tie into a bundle	捆(绑)	*pʰɛ³	zo²¹	pa²¹	ti³³	pʰɛ˞ŋ³⁴	pʰɛ³³	pʰɛ³³	pʰɛ˞³³
639	tie	系	*pʰɛ³	pʰɛ³³	pʰɛ˞⁴⁴	pʰɛ³³	su̠⁴⁴	tʰɨ²¹		pʰɛ˞³³
639	tie a belt	系	*so̠ᶫ						xi³³	sei⁵³
640	untie	解(解绳结)	*pʰɨ¹	pʰʉ⁵⁵	pʰɨ²⁴	pʰə⁵⁵	pʰɨŋ⁴⁵³	pʰɨ⁵⁵	pʰɨ²⁴	pʰu³³
641	load	装(装进袋里)	*kɛ³	kɛ³³	kɛ³³	kɛ³³	kɛ˞³³	kɛ³³	kɛ³³	ho³³
642	take out	拿出	*vu¹tʰe̠ᶫ	v̩⁵⁵tʰɛ̠²¹	vv̩²⁴tʰe⁵³	v̩²⁴tʰi³³	vv̩²⁴tʰiɛ˞³³	vu⁵⁵to³³	vu²⁴tua²⁴	vv̩³³tu³³la²¹
